antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'pack of 72 retrospot cake cases'}),frozenset({'60 teatime fairy cake cases'}),0.055875325803649,0.03567549956559513,0.017919200695047783,0.3206997084548105,8.989354384937275,1.0,0.015925820533612217,1.4195849942017205,0.9413558719419419,0.24336283185840704,0.29556877250429586,0.4114914067388208
frozenset({'pack of 60 dinosaur cake cases'}),frozenset({'72 sweetheart fairy cake cases'}),0.028725021720243268,0.027204604691572546,0.010534317984361425,0.3667296786389414,13.480426670288912,1.0,0.009752865123705372,1.5361455645318152,0.9531990347191042,0.2320574162679426,0.3490200257781047,0.3769776137705685
frozenset({'72 sweetheart fairy cake cases'}),frozenset({'pack of 60 dinosaur cake cases'}),0.027204604691572546,0.028725021720243268,0.010534317984361425,0.3872255489021956,13.480426670288912,1.0,0.009752865123705372,1.5850448342611014,0.951709245549574,0.2320574162679426,0.3691030194321482,0.3769776137705685
frozenset({'72 sweetheart fairy cake cases'}),frozenset({'pack of 72 retrospot cake cases'}),0.027204604691572546,0.055875325803649,0.012271937445699392,0.4510978043912176,8.073291706189178,1.0,0.010751871295198298,1.7200234973540796,0.900636239469076,0.17331288343558285,0.41861259364287473,0.3353642569089227
frozenset({'pack of 72 retrospot cake cases'}),frozenset({'72 sweetheart fairy cake cases'}),0.055875325803649,0.027204604691572546,0.012271937445699392,0.21963070942662782,8.073291706189178,1.0,0.010751871295198298,1.2465833895048217,0.9279863248454877,0.17331288343558285,0.19780737620992342,0.3353642569089227
frozenset({'alarm clock bakelike green'}),frozenset({'alarm clock bakelike chocolate'}),0.04284317984361425,0.017484795829713292,0.011403127715030409,0.2661596958174905,15.222350801785419,1.0,0.010654023462769125,1.3388678688952613,0.9761275316276167,0.2330743618201998,0.25310030718331517,0.4591668044304844
frozenset({'alarm clock bakelike chocolate'}),frozenset({'alarm clock bakelike green'}),0.017484795829713292,0.04284317984361425,0.011403127715030409,0.6521739130434783,15.222350801785419,1.0,0.010654023462769125,2.751825857949609,0.9509340112744556,0.2330743618201998,0.6366049119310544,0.4591668044304844
frozenset({'alarm clock bakelike red'}),frozenset({'alarm clock bakelike chocolate'}),0.04762163336229366,0.017484795829713292,0.012271937445699392,0.25769669327252,14.738330134492944,1.0,0.011439282909282224,1.3236034317317074,0.9787598509919991,0.23227132579650567,0.24448669743045914,0.4797800236548936
frozenset({'alarm clock bakelike chocolate'}),frozenset({'alarm clock bakelike red'}),0.017484795829713292,0.04762163336229366,0.012271937445699392,0.7018633540372672,14.738330134492944,1.0,0.011439282909282224,3.194435771430641,0.9487382019757197,0.23227132579650567,0.6869556718142603,0.4797800236548936
frozenset({'alarm clock bakelike green'}),frozenset({'alarm clock bakelike ivory'}),0.04284317984361425,0.025412684622067767,0.014932667245873154,0.3485424588086185,13.71529470388786,1.0,0.013843907028300854,1.4960104899478377,0.9685860018463411,0.28004073319755596,0.3315554892700869,0.46807464820772804
frozenset({'alarm clock bakelike ivory'}),frozenset({'alarm clock bakelike green'}),0.025412684622067767,0.04284317984361425,0.014932667245873154,0.5876068376068376,13.71529470388786,1.0,0.013843907028300854,2.3209813048351737,0.9512628401239945,0.28004073319755596,0.5691477574951791,0.46807464820772804
frozenset({'alarm clock bakelike green'}),frozenset({'alarm clock bakelike orange'}),0.04284317984361425,0.019493918331885317,0.011946133796698523,0.2788339670468948,14.303638822104775,1.0,0.011110952347748832,1.3596121237893541,0.9717192633202165,0.23706896551724138,0.26449611436759235,0.4458236687602162
frozenset({'alarm clock bakelike orange'}),frozenset({'alarm clock bakelike green'}),0.019493918331885317,0.04284317984361425,0.011946133796698523,0.6128133704735376,14.303638822104775,1.0,0.011110952347748832,2.472081283713255,0.9485792465274107,0.23706896551724138,0.5954825569093247,0.4458236687602162
frozenset({'alarm clock bakelike green'}),frozenset({'alarm clock bakelike pink'}),0.04284317984361425,0.03328627280625543,0.018625108601216335,0.43472750316856784,13.060263781977726,1.0,0.01719901882905433,1.7101729389144944,0.9647654894649592,0.3238904627006611,0.41526381499479553,0.4971353665924405
frozenset({'alarm clock bakelike pink'}),frozenset({'alarm clock bakelike green'}),0.03328627280625543,0.04284317984361425,0.018625108601216335,0.5595432300163132,13.060263781977724,1.0,0.01719901882905433,2.1731004842809796,0.9552278426556667,0.3238904627006611,0.5398279981834926,0.4971353665924405
frozenset({'alarm clock bakelike red'}),frozenset({'alarm clock bakelike green'}),0.04762163336229366,0.04284317984361425,0.02877932232841008,0.604332953249715,14.105697930350763,1.0,0.026739060125822674,2.4190966319226237,0.9755646446141053,0.46654929577464793,0.5866225487630766,0.6380346642040717
frozenset({'alarm clock bakelike green'}),frozenset({'alarm clock bakelike red'}),0.04284317984361425,0.04762163336229366,0.02877932232841008,0.6717363751584284,14.105697930350763,1.0,0.026739060125822674,2.9012607385218163,0.9706942929532419,0.46654929577464793,0.6553222581057996,0.6380346642040717
frozenset({'alarm clock bakelike ivory'}),frozenset({'alarm clock bakelike pink'}),0.025412684622067767,0.03328627280625543,0.012706342311033883,0.5,15.02120717781403,1.0,0.011860448757964404,1.9334274543874892,0.9577668821038556,0.2762691853600945,0.4827838004830647,0.4408646003262643
frozenset({'alarm clock bakelike pink'}),frozenset({'alarm clock bakelike ivory'}),0.03328627280625543,0.025412684622067767,0.012706342311033883,0.3817292006525286,15.02120717781403,1.0,0.011860448757964404,1.576311409832909,0.9655676009661294,0.2762691853600945,0.3656075863169694,0.4408646003262643
frozenset({'alarm clock bakelike red'}),frozenset({'alarm clock bakelike ivory'}),0.04762163336229366,0.025412684622067767,0.0170503909643788,0.3580387685290764,14.088978549639895,1.0,0.015840197414555092,1.5181404539723742,0.9754763088483791,0.3045586808923375,0.3412994183882032,0.5144894697346237
frozenset({'alarm clock bakelike ivory'}),frozenset({'alarm clock bakelike red'}),0.025412684622067767,0.04762163336229366,0.0170503909643788,0.670940170940171,14.088978549639897,1.0,0.015840197414555092,2.894240750561342,0.9532471016766059,0.3045586808923375,0.6544862414068184,0.5144894697346237
frozenset({'alarm clock bakelike red'}),frozenset({'alarm clock bakelike orange'}),0.04762163336229366,0.019493918331885317,0.013357949609035621,0.2805017103762828,14.389190803035165,1.0,0.012429617377440083,1.3627636032059218,0.9770312108161276,0.2484848484848485,0.2661970149133092,0.4828692395892556
frozenset({'alarm clock bakelike orange'}),frozenset({'alarm clock bakelike red'}),0.019493918331885317,0.04762163336229366,0.013357949609035621,0.6852367688022284,14.389190803035163,1.0,0.012429617377440083,3.0256976426808544,0.9490031791828136,0.2484848484848485,0.6694977099185723,0.4828692395892556
frozenset({'alarm clock bakelike red'}),frozenset({'alarm clock bakelike pink'}),0.04762163336229366,0.03328627280625543,0.02150304083405734,0.451539338654504,13.565331909724872,1.0,0.01991789415448056,1.7625944672534595,0.9725994479258633,0.3619744058500914,0.4326545223086753,0.5487713006486223
frozenset({'alarm clock bakelike pink'}),frozenset({'alarm clock bakelike red'}),0.03328627280625543,0.04762163336229366,0.02150304083405734,0.6460032626427407,13.565331909724872,1.0,0.01991789415448056,2.6903591647415395,0.9581768082442125,0.3619744058500914,0.628302416604636,0.5487713006486223
frozenset({'assorted colour bird ornament'}),frozenset({'painted metal pears assorted'}),0.07466333622936577,0.019113814074717638,0.013846655082536925,0.18545454545454546,9.702644628099172,1.0,0.012419553955650697,1.2042129514707707,0.9693070115787645,0.1732336956521739,0.1695820919558741,0.4549431818181818
frozenset({'painted metal pears assorted'}),frozenset({'assorted colour bird ornament'}),0.019113814074717638,0.07466333622936577,0.013846655082536925,0.7244318181818181,9.702644628099172,1.0,0.012419553955650697,3.357922738631579,0.9144132409385366,0.1732336956521739,0.7021968407743889,0.4549431818181818
frozenset({'assorted colour bird ornament'}),frozenset({'party bunting'}),0.07466333622936577,0.07488053866203301,0.010480017376194613,0.14036363636363636,1.8745008899729714,1.0,0.0048891865410352195,1.0761753463110868,0.5041674863397116,0.07536118703631393,0.0707833965646961,0.14016006328696684
frozenset({'party bunting'}),frozenset({'assorted colour bird ornament'}),0.07488053866203301,0.07466333622936577,0.010480017376194613,0.13995649021029732,1.8745008899729712,1.0,0.0048891865410352195,1.0759184311464625,0.5042858563547001,0.07536118703631393,0.07056151186625406,0.14016006328696684
frozenset({'assorted colour bird ornament'}),frozenset({'regency cakestand 3 tier'}),0.07466333622936577,0.09247393570807994,0.012543440486533448,0.16799999999999998,1.8167281268349968,1.0,0.005639027932308322,1.0907765195816346,0.48583388522359233,0.08113804004214961,0.0832219230539101,0.1518214914856136
frozenset({'regency cakestand 3 tier'}),frozenset({'assorted colour bird ornament'}),0.09247393570807994,0.07466333622936577,0.012543440486533448,0.13564298297122723,1.8167281268349968,1.0,0.005639027932308322,1.0705491429357268,0.49536858960660773,0.08113804004214961,0.0658999574202289,0.1518214914856136
frozenset({'assorted colour bird ornament'}),frozenset({'white hanging heart t-light holder'}),0.07466333622936577,0.1070264986967854,0.014715464813205908,0.1970909090909091,1.841515059268484,1.0,0.006724509355556041,1.112172612583261,0.4938406634227717,0.088130081300813,0.10085899554990464,0.16729228356625617
frozenset({'white hanging heart t-light holder'}),frozenset({'assorted colour bird ornament'}),0.1070264986967854,0.07466333622936577,0.014715464813205908,0.13749365804160324,1.8415150592684837,1.0,0.006724509355556041,1.0728462142893647,0.5117384460557892,0.088130081300813,0.06789995930368906,0.16729228356625617
frozenset({'baking set 9 piece retrospot'}),frozenset({'baking set spaceboy design'}),0.04637271937445699,0.023023457862728063,0.016887489139878368,0.36416861826697894,15.817286023595953,1.0,0.015819828789380444,1.536534009180903,0.9823314075882194,0.32161323681489146,0.34918459726571166,0.5488295921523574
frozenset({'baking set spaceboy design'}),frozenset({'baking set 9 piece retrospot'}),0.023023457862728063,0.04637271937445699,0.016887489139878368,0.7334905660377359,15.817286023595953,1.0,0.015819828789380444,3.5782120972144273,0.9588541674113111,0.32161323681489146,0.7205308201885289,0.5488295921523574
frozenset({'retrospot tea set ceramic 11 pc'}),frozenset({'baking set 9 piece retrospot'}),0.04468940052128584,0.04637271937445699,0.01259774109470026,0.2818955042527339,6.078908204119845,1.0,0.01052537206531396,1.3279784297035904,0.874581289188294,0.16055363321799307,0.24697572066497822,0.276779133859388
frozenset({'baking set 9 piece retrospot'}),frozenset({'retrospot tea set ceramic 11 pc'}),0.04637271937445699,0.04468940052128584,0.01259774109470026,0.2716627634660422,6.078908204119846,1.0,0.01052537206531396,1.3116322378694887,0.8761250780486081,0.16055363321799307,0.23759116989658574,0.276779133859388
frozenset({'toilet metal sign'}),frozenset({'bathroom metal sign'}),0.016398783666377065,0.022751954821894006,0.01221763683753258,0.7450331125827814,32.74589451390096,1.0,0.011844532452421156,3.832842982386856,0.9856248696526935,0.45362903225806456,0.7390970606948104,0.6410129763391234
frozenset({'bathroom metal sign'}),frozenset({'toilet metal sign'}),0.022751954821894006,0.016398783666377065,0.01221763683753258,0.5369928400954653,32.74589451390096,1.0,0.011844532452421156,2.1243758229061234,0.9920324992437011,0.45362903225806456,0.5292734980235226,0.6410129763391234
frozenset({'blue diner wall clock'}),frozenset({'red diner wall clock'}),0.018353605560382277,0.022589052997393572,0.010208514335360555,0.5562130177514792,24.623122439690484,1.0,0.009793923766663822,2.202432667245873,0.9773252077875305,0.3321554770318021,0.545956607495069,0.5040680473372781
frozenset({'red diner wall clock'}),frozenset({'blue diner wall clock'}),0.022589052997393572,0.018353605560382277,0.010208514335360555,0.45192307692307687,24.623122439690484,1.0,0.009793923766663822,1.7910741231880742,0.9815602836879432,0.3321554770318021,0.44167581505782627,0.5040680473372781
frozenset({'blue happy birthday bunting'}),frozenset({'pink happy birthday bunting'}),0.01927671589921807,0.019493918331885317,0.013792354474370112,0.7154929577464788,36.70339362077759,1.0,0.0134165757489238,3.446333257348323,0.9918746487733826,0.5521739130434783,0.7098365348540263,0.7115069245556906
frozenset({'pink happy birthday bunting'}),frozenset({'blue happy birthday bunting'}),0.019493918331885317,0.01927671589921807,0.013792354474370112,0.7075208913649025,36.70339362077759,1.0,0.0134165757489238,3.35313960944934,0.9920943695794464,0.5521739130434783,0.7017720356223932,0.7115069245556906
frozenset({'red  harmonica in box'}),frozenset({'blue harmonica in box'}),0.030462641181581235,0.028073414422241528,0.014769765421372719,0.4848484848484848,17.270734423539064,1.0,0.013914575071086148,1.8866810190627077,0.9716991038924672,0.337468982630273,0.4699686964059275,0.5054803352675693
frozenset({'blue harmonica in box'}),frozenset({'red  harmonica in box'}),0.028073414422241528,0.030462641181581235,0.014769765421372719,0.5261121856866537,17.270734423539064,1.0,0.013914575071086148,2.045921691873969,0.9693104363372256,0.337468982630273,0.5112227393786287,0.5054803352675693
frozenset({'blue stripe ceramic drawer knob'}),frozenset({'red stripe ceramic drawer knob'}),0.019059513466550826,0.01808210251954822,0.01145742832319722,0.6011396011396011,33.24500568945013,1.0,0.011112792246722337,2.4618084429688465,0.9887656868365026,0.4460887949260042,0.5937945525956364,0.6173866173866174
frozenset({'red stripe ceramic drawer knob'}),frozenset({'blue stripe ceramic drawer knob'}),0.01808210251954822,0.019059513466550826,0.01145742832319722,0.6336336336336336,33.24500568945013,1.0,0.011112792246722337,2.6774850984888405,0.9877814595311298,0.4460887949260042,0.6265151949624685,0.6173866173866174
frozenset({'white hanging heart t-light holder'}),frozenset({'candleholder pink hanging heart'}),0.1070264986967854,0.018625108601216335,0.013738053866203302,0.12836123795027904,6.8918383617852434,1.0,0.011744673704767734,1.1258963393172308,0.9573641687406939,0.12275594371664242,0.11181876600964638,0.4329852836981716
frozenset({'candleholder pink hanging heart'}),frozenset({'white hanging heart t-light holder'}),0.018625108601216335,0.1070264986967854,0.013738053866203302,0.737609329446064,6.8918383617852434,1.0,0.011744673704767734,3.4032212327444724,0.871125643498075,0.12275594371664242,0.7061607425405118,0.4329852836981716
frozenset({'charlotte bag apples design'}),frozenset({'lunch bag apple design'}),0.023077758470894875,0.04702432667245873,0.010045612510860122,0.43529411764705883,9.256785762803966,1.0,0.00896039645765666,1.6875610881841878,0.9130421066389051,0.16726943942133812,0.4074288587229764,0.3244599918489336
frozenset({'lunch bag apple design'}),frozenset({'charlotte bag apples design'}),0.04702432667245873,0.023077758470894875,0.010045612510860122,0.21362586605080833,9.256785762803966,1.0,0.00896039645765666,1.242312277774163,0.9359852159852159,0.16726943942133812,0.19504941077159058,0.3244599918489336
frozenset({'charlotte bag apples design'}),frozenset({'red retrospot charlotte bag'}),0.023077758470894875,0.04012814943527367,0.01145742832319722,0.49647058823529405,12.372127676510386,1.0,0.010531360582645997,1.906287553691629,0.9408867150794987,0.22140608604407133,0.47542017044414636,0.3909957812624373
frozenset({'red retrospot charlotte bag'}),frozenset({'charlotte bag apples design'}),0.04012814943527367,0.023077758470894875,0.01145742832319722,0.2855209742895805,12.372127676510386,1.0,0.010531360582645997,1.3673210918371377,0.95759986937802,0.22140608604407133,0.2686428915856214,0.3909957812624373
frozenset({'red retrospot charlotte bag'}),frozenset({'charlotte bag dolly girl design'}),0.04012814943527367,0.018625108601216335,0.010262814943527368,0.2557510148849797,13.731518047002291,1.0,0.009515423802329557,1.318610990443093,0.9659360667450275,0.2116461366181411,0.2416262208887172,0.4033857115241225
frozenset({'charlotte bag dolly girl design'}),frozenset({'red retrospot charlotte bag'}),0.018625108601216335,0.04012814943527367,0.010262814943527368,0.5510204081632653,13.731518047002291,1.0,0.009515423802329557,2.1378963944396174,0.944771308131016,0.2116461366181411,0.5322504857574641,0.4033857115241225
frozenset({'charlotte bag pink polkadot'}),frozenset({'charlotte bag suki design'}),0.026444396177237185,0.03176585577758471,0.012326238053866203,0.4661190965092402,14.673588515066955,1.0,0.011486209178774773,1.8135770316781392,0.9571619134997246,0.2686390532544379,0.4486035152999926,0.42707664227171416
frozenset({'charlotte bag suki design'}),frozenset({'charlotte bag pink polkadot'}),0.03176585577758471,0.026444396177237185,0.012326238053866203,0.38803418803418804,14.673588515066955,1.0,0.011486209178774773,1.5908660006601012,0.9624225196083542,0.2686390532544379,0.37141154592211534,0.42707664227171416
frozenset({'charlotte bag pink polkadot'}),frozenset({'red retrospot charlotte bag'}),0.026444396177237185,0.04012814943527367,0.017484795829713292,0.6611909650924024,16.47698621534734,1.0,0.01642363114818754,2.8330763104546763,0.9648234634266495,0.3561946902654867,0.6470268039340206,0.5484574581889616
frozenset({'red retrospot charlotte bag'}),frozenset({'charlotte bag pink polkadot'}),0.04012814943527367,0.026444396177237185,0.017484795829713292,0.435723951285521,16.47698621534734,1.0,0.01642363114818754,1.7253179645683976,0.9785778059499008,0.3561946902654867,0.420396691777241,0.5484574581889616
frozenset({'charlotte bag pink polkadot'}),frozenset({'strawberry charlotte bag'}),0.026444396177237185,0.026715899218071243,0.011348827106863597,0.42915811088295686,16.063771890285636,1.0,0.01064234128370978,1.7049976873410047,0.9632198883367968,0.27142857142857146,0.4134889405278137,0.42697742942521827
frozenset({'strawberry charlotte bag'}),frozenset({'charlotte bag pink polkadot'}),0.026715899218071243,0.026444396177237185,0.011348827106863597,0.4247967479674797,16.06377189028564,1.0,0.01064234128370978,1.6925418978120117,0.9634885839093076,0.27142857142857146,0.4091726761430702,0.42697742942521827
frozenset({'charlotte bag pink polkadot'}),frozenset({'woodland charlotte bag'}),0.026444396177237185,0.02883362293657689,0.010642919200695048,0.4024640657084189,13.958151099974092,1.0,0.009880431452535136,1.6252853114429109,0.9535739612371247,0.23844282238442827,0.3847234125851967,0.3857894716489364
frozenset({'woodland charlotte bag'}),frozenset({'charlotte bag pink polkadot'}),0.02883362293657689,0.026444396177237185,0.010642919200695048,0.3691148775894539,13.958151099974092,1.0,0.009880431452535136,1.5431582854623496,0.9559199078009735,0.23844282238442827,0.3519783359745319,0.3857894716489364
frozenset({'lunch bag red retrospot'}),frozenset({'charlotte bag suki design'}),0.06993918331885317,0.03176585577758471,0.01037141615986099,0.14829192546583853,4.668280511758773,1.0,0.008149738149352243,1.1368145649575851,0.8448784758308859,0.11355529131985731,0.12034906058992106,0.2373938259807825
frozenset({'charlotte bag suki design'}),frozenset({'lunch bag red retrospot'}),0.03176585577758471,0.06993918331885317,0.01037141615986099,0.3264957264957265,4.668280511758773,1.0,0.008149738149352243,1.3809278623311443,0.8115685342398864,0.11355529131985731,0.27584921176700716,0.2373938259807825
frozenset({'red retrospot charlotte bag'}),frozenset({'charlotte bag suki design'}),0.04012814943527367,0.03176585577758471,0.016181581233709816,0.4032476319350473,12.694373315753559,1.0,0.014906876226127545,1.6225057428126186,0.9597374284940846,0.290448343079922,0.3836693617697174,0.45632467066837834
frozenset({'charlotte bag suki design'}),frozenset({'red retrospot charlotte bag'}),0.03176585577758471,0.04012814943527367,0.016181581233709816,0.5094017094017094,12.694373315753559,1.0,0.014906876226127545,1.9565332145657313,0.9514485179457088,0.290448343079922,0.4888918866516875,0.45632467066837834
frozenset({'strawberry charlotte bag'}),frozenset({'charlotte bag suki design'}),0.026715899218071243,0.03176585577758471,0.012706342311033883,0.47560975609756095,14.972357723577236,1.0,0.011857688909504144,1.8463999959590245,0.9588261548761436,0.2775800711743772,0.4584055447418923,0.4378048780487805
frozenset({'charlotte bag suki design'}),frozenset({'strawberry charlotte bag'}),0.03176585577758471,0.026715899218071243,0.012706342311033883,0.4,14.972357723577236,1.0,0.011857688909504144,1.6221401679698813,0.9638270427906456,0.2775800711743772,0.3835304619504575,0.4378048780487805
frozenset({'woodland charlotte bag'}),frozenset({'charlotte bag suki design'}),0.02883362293657689,0.03176585577758471,0.013140747176368376,0.45574387947269307,14.346973135673702,1.0,0.012224822468619816,1.7790046040903205,0.9579191667610099,0.27688787185354696,0.43788790782172143,0.4347095465739534
frozenset({'charlotte bag suki design'}),frozenset({'woodland charlotte bag'}),0.03176585577758471,0.02883362293657689,0.013140747176368376,0.4136752136752137,14.346973135673702,1.0,0.012224822468619816,1.6563624798312029,0.9608201613774136,0.27688787185354696,0.39626741599344345,0.4347095465739534
frozenset({'childrens cutlery spaceboy'}),frozenset({'childrens cutlery dolly girl'}),0.017158992180712426,0.014552562988705473,0.011240225890529974,0.6550632911392404,45.01360287171736,1.0,0.010990518575997452,2.856893487115312,0.9948552059145381,0.5490716180371353,0.6499694495051935,0.7137256754203665
frozenset({'childrens cutlery dolly girl'}),frozenset({'childrens cutlery spaceboy'}),0.014552562988705473,0.017158992180712426,0.011240225890529974,0.7723880597014926,45.01360287171736,1.0,0.010990518575997452,4.318055575337199,0.9922238939306337,0.5490716180371353,0.768414282180259,0.7137256754203665
frozenset({'hot water bottle i am so poorly'}),frozenset({'chocolate hot water bottle'}),0.02742180712423979,0.03801042571676803,0.015638575152041704,0.5702970297029704,15.003700141442717,1.0,0.014596260589326247,2.238731497755909,0.9596655376274047,0.3140676117775354,0.5533184747691298,0.4908628005657709
frozenset({'chocolate hot water bottle'}),frozenset({'hot water bottle i am so poorly'}),0.03801042571676803,0.02742180712423979,0.015638575152041704,0.4114285714285715,15.003700141442717,1.0,0.014596260589326247,1.6524386772160975,0.9702285755500365,0.3140676117775354,0.3948338211952751,0.4908628005657709
frozenset({'hot water bottle keep calm'}),frozenset({'chocolate hot water bottle'}),0.03904213727193744,0.03801042571676803,0.013357949609035621,0.34214186369958277,9.001263659845023,1.0,0.011873941350436783,1.4623055050943843,0.9250192145928918,0.20971867007672637,0.3161483721997921,0.3467852175640771
frozenset({'chocolate hot water bottle'}),frozenset({'hot water bottle keep calm'}),0.03801042571676803,0.03904213727193744,0.013357949609035621,0.3514285714285714,9.001263659845023,1.0,0.011873941350436783,1.4816530923119908,0.9240271528928882,0.20971867007672637,0.3250781811283591,0.3467852175640771
frozenset({'hot water bottle tea and sympathy'}),frozenset({'chocolate hot water bottle'}),0.027910512597741095,0.03801042571676803,0.014118158123370982,0.5058365758754864,13.307837687604223,1.0,0.013057267657557626,1.9467033117385086,0.9514106717771112,0.2725366876310273,0.4863110398127657,0.4386325736520289
frozenset({'chocolate hot water bottle'}),frozenset({'hot water bottle tea and sympathy'}),0.03801042571676803,0.027910512597741095,0.014118158123370982,0.37142857142857144,13.307837687604225,1.0,0.013057267657557626,1.5465060026854118,0.9613995171683136,0.2725366876310273,0.35338110666006994,0.4386325736520289
frozenset({'scottie dog hot water bottle'}),frozenset({'chocolate hot water bottle'}),0.035621198957428324,0.03801042571676803,0.013032145960034752,0.36585365853658536,9.625087108013938,1.0,0.011678169023121208,1.516983559446635,0.9292042042042044,0.21505376344086025,0.3407970747126753,0.3543554006968641
frozenset({'chocolate hot water bottle'}),frozenset({'scottie dog hot water bottle'}),0.03801042571676803,0.035621198957428324,0.013032145960034752,0.34285714285714286,9.625087108013938,1.0,0.011678169023121208,1.4675329581082612,0.931512004214646,0.21505376344086025,0.3185842985842986,0.3543554006968641
frozenset({'christmas craft little friends'}),frozenset({'christmas craft tree top angel'}),0.022860556038227627,0.018896611642050393,0.01075152041702867,0.47030878859857483,24.888524858710785,1.0,0.010319533367652954,1.8522176076174746,0.982276221509342,0.3467600700525394,0.46010663332030965,0.519637152919977
frozenset({'christmas craft tree top angel'}),frozenset({'christmas craft little friends'}),0.018896611642050393,0.022860556038227627,0.01075152041702867,0.5689655172413792,24.888524858710785,1.0,0.010319533367652954,2.2669635099913115,0.9783075385244967,0.3467600700525394,0.5588812984449703,0.519637152919977
frozenset({'christmas craft white fairy'}),frozenset({'christmas craft little friends'}),0.01743049522154648,0.022860556038227627,0.011023023457862728,0.6323987538940811,27.66331461214584,1.0,0.010624552645076507,2.658150521285839,0.9809494771029201,0.37662337662337664,0.623798580256371,0.5572920135266131
frozenset({'christmas craft little friends'}),frozenset({'christmas craft white fairy'}),0.022860556038227627,0.01743049522154648,0.011023023457862728,0.48218527315914494,27.66331461214584,1.0,0.010624552645076507,1.8975310161088486,0.9864007106517001,0.37662337662337664,0.47299939157219195,0.5572920135266131
frozenset({'cook with wine metal sign'}),frozenset({'gin + tonic diet metal sign'}),0.032688966116420505,0.035566898349261515,0.014932667245873154,0.4568106312292359,12.843701656057416,1.0,0.013770022110867971,1.7755006947820937,0.9533033262908641,0.28004073319755596,0.436778592687214,0.43832897973675533
frozenset({'gin + tonic diet metal sign'}),frozenset({'cook with wine metal sign'}),0.035566898349261515,0.032688966116420505,0.014932667245873154,0.4198473282442748,12.843701656057416,1.0,0.013770022110867971,1.667338755773012,0.9561480465371011,0.28004073319755596,0.40024185454959943,0.43832897973675533
